时间戳记	省份	城市	区县	学校名称	年级	每周在校学习小时数	每月假期天数	寒假放假天数	24年学生自杀数	上学时间	放学时间 含晚自习	寒假补课收费总价格	学生的评论
2025-2-5 上午12:06:37	河南	信阳	光山县	光山县第二高级中学	12	100	1	24	0	上午06:00:00	上午10:00:00	0	
2025-2-5 上午12:08:10	陕西	西安市	阎良区	西安市阎良区西飞第一中学	11	82	5	20	0	上午07:20:00	下午10:00:00	0	
2025-2-5 上午12:09:19	河北	廊坊市	霸州市	霸州市第一中学	11	105	2	20	1	上午06:00:00	下午10:30:00	0	学校领导管理非常不人性化，上课禁止喝水，并且在疫情期间封控学生长达一个学期之久！
2025-2-5 上午12:09:39													
2025-2-5 上午12:17:45	山东	济南市	历城区	济南市历城第二中学	12	110	1	10	5	上午05:45:00	下午10:00:00	4000	
2025-2-5 上午12:37:09	新疆	石河子	石河子市	石河子第一中学	10	90	4	39	0	上午08:30:00	下午11:30:00	0	首先，学校的管理规定过于严格，尤其是在学生头发管理方面。我们对头发的要求非常苛刻，完全忽视了学生的个性和自由，很多同学因此感到压抑。其次，学校的学习压力过大，作业量繁重，临近期末时常会布置十几张试卷，导致我们根本写不完，压力极大。学校的调休安排也不合理，经常克扣假期时间。就像去年国庆假期，学校将两天假期克扣了，导致大家没有得到足够的休息。尽管有同学通过电话举报此事，但学校查监控后发现了举报人，最终给该同学处分，这让大家感到非常不公。食堂的卫生问题也需要关注，偶尔我们会遇到不干净的食物，影响了我们的饮食安全。学生自发组织的活动也经常遭到学校打压，很多同学仅仅想通过学生墙等形式表达自己的想法，却被禁止，甚至用处分威胁举报者。另外，学校经常组织一些形式主义的活动，目的只是为了应付上级检查，缺乏实质性的内容，浪费了我们宝贵的学习时间。更令人不满的是，学校对基础设施的改善不够重视，反而宿舍内加装了信号屏蔽器，没一点卵用而且还有辐射。最后，学校对学习时间和空间的管理也存在问题。宿舍和自习室有严格的规定，到了规定时间就关灯，不允许继续学习。如果学生在宿舍继续自习，反而会被通报批评。尽管我们已经多次尝试向学校反映这些问题，但始终没有得到有效的处理。
2025-2-5 上午12:41:22	河南	周口市	鹿邑县	鹿邑县高级中学校	12	105	3	15	1	上午05:30:00	下午09:50:00	0	
2025-2-5 上午12:42:47	湖南	衡阳市	蒸湘区	衡阳市第六中学	10	98	2	14	0	上午07:00:00	上午09:40:00	1600	
2025-2-5 上午12:45:13	河北	秦皇岛市	青龙满族自治县	青龙满族自治县第一中学	12	120	3	30	2	上午05:20:00	下午10:00:00	0	不允许走读，请假难，强制剪发（男生寸头女生耳朵以上）
2025-2-5 上午12:45:44	广东	河源市	东源县	广州大学附属东江中学	12	96	4	15	3	上午06:10:00	下午10:00:00	0	
2025-2-5 上午12:47:14	贵州	贵阳市	观山湖区	贵阳市南明区甲秀高级中学	11	96	4	29	0	上午07:15:00	下午10:20:00	0	
2025-2-5 上午12:48:23	四川	 内江市	隆昌市	隆昌市第一中学	12	98	0.3	12	2	上午06:50:00	上午11:00:00	0	
2025-2-5 上午12:50:13	山东	泰安市	新泰市	山东省新泰市新汶中学	11	90	3	21	1	上午06:00:00	下午09:45:00	0	早课迟到就必须在门口站着，还要被老师使唤打扫卫生。部分班主任会动手打学生，但大部分班主任和任课老师都是不会殴打学生的。体罚学生的情况班主任比较多，任课教师很少会体罚学生。手机主动交给老师后会被老师刷机，可能是想破解密码或者弄着玩。MP3被其他年纪老师没收后找班主任去要，还要不回来（说是没有），直接私吞了。学校内还有“纪律保证金”制度，具体是当学生在校内犯重大错误，例如逃课、抽烟、打架、夜不归宿、携带手机等，会被学校强制缴纳1000元保证金，犯一次重大错误缴纳1000元，这些“纪律保证金”高三毕业放假后可以凭收据到会计室拿回来。宿舍区域门口有校内的小卖部，这个小卖部是可以买烟的。
2025-2-5 上午12:54:13	辽宁	丹东市	振安区	丹东四中	12	126	2	7	0	上午06:00:00	下午11:30:00	0	垃圾学校必亡
2025-2-5 上午12:54:37	湖北	武汉	新洲区	新洲一中	12	119	2	10	0	上午05:40:00	下午10:10:00	800	
2025-2-5 上午12:54:51	山东	菏泽市	郓城县	郓城实验中学	12	80	2	10	1	上午06:30:00	下午09:45:00	0	学校管理混乱教导主任肆意辱骂殴打学生，学校霸凌现象严重，校长贪污严重
2025-2-5 上午12:57:28	四川	绵阳市	涪城区	绵阳南山中学实验学校	12	96	0	10	1	上午07:00:00	下午10:00:00	1000	
2025-2-5 上午01:01:18	辽宁	丹东市	凤城市	凤城市第二中学	11	168	8		6	上午12:00:00	下午11:59:00		教地理的刁红是个变态暴力狂，我草泥马，你全家必死
2025-2-5 上午01:03:09	河北	邢台市	内丘县	内丘第一中学	10	100	2	13	0	上午06:00:00	下午10:25:00	98	
2025-2-5 上午01:04:58	北京	北京市	海淀区	人大附中西山学校	9	70	6	26	2	上午07:20:00	下午08:30:00	0	1班主任在家长会上说：未成年人是没有隐私的。 2在北京的压力相比其他省份来说确实小了很多，但每天仍要学习到11点，并且这还是不写一些没用的作业➕用午休课间休息等时间写作业，如果这些时间不写作业所有作业都认真写那至少写到12:30。 3几乎每天都会有老师在课上发表粉红言论，例如：中国多厉害，日本美国多坏等等。 4学习好的学生不管，只要是你学习好，你要是犯了一些错老师不会骂你，但要是你学习不好就会骂你，我们班一个同学就是，全班人烦他，但就是学习好，同学举报老师也不太管。 5每周六上午一些学习好的人会被拉去学校补课 
2025-2-5 上午01:07:06	河南	周口市	淮阳区	周口市淮阳区第一高级中学	8	5700	1.5	15	4	上午05:30:00	上午10:30:00	0	管理太严有学生自杀也不让回家血迹都不清理，还要吃尺子自杀的
2025-2-5 上午01:08:46	上海	上海市	徐汇区	上海市南洋中学	12	60	8	15	0	上午07:10:00	下午09:30:00	20000	无
2025-2-5 上午01:10:48	辽宁	凌源市	凌源市	凌源中学	12	96	2	10	2	上午06:30:00	下午10:30:00	4000	毕业四年了，还算是很有名的中学，一千人一年级能出一百多211以上的。但师资都在前两个小班里，别的普通班在领导眼里都是混吃等死，每年补课费有四五千，早自习晚自习，周六周日补课都要交钱。以过来人的视角来看都是无用功。
2025-2-5 上午01:21:06	北京	北京市	海淀区	北京市第二十中学	10	95	4	12	3	上午07:00:00	下午10:30:00	0	校领导是本区最差学校调过来的，文化程度极低（数学老师在开大会时犯“任何数的0次分都是0”这种低级错误），热衷于形式主义，设立专责部门负责贯彻校领导荒唐旨意（如桌上摆水瓶影响学习，夏天不开空调磨砺意志），对老师同学态度极其恶劣（如当着所有同学面骂xxx（老师）你是不是不想干了、当众羞辱学生），强制跑操导致两名初二学生猝死，领导在旁边看着不管不问，并要求禁评所有目击者。为了防学生自杀给所有教室窗户加装铁栅栏。领导声称上面有人，不怕举报，在疫情最严重的期间强制补课未受处分
2025-2-5 上午01:21:15	江西	赣州市	寻乌县	江西省寻乌中学	12	94	2	10	0	上午06:50:00	下午10:00:00	700	24年高考畢業的我就像一塊燒完的慘白的焦炭，不再有任何朝氣蓬勃。  回望高中，便感到一種荒誕，發現中國校園其實就是縮小版的中國，一本率就像是GDP，校園的圍墻就像是網絡防火墻，走廊裏的教育家名言就像是大街上的社會主義核心價值觀，而那些考大學勵志標語就像實現中國夢，甚至連主旋律的作文都像是中共宣傳稿的練筆。  在中式教育裏，家長想讓孩子通過教育實現階級跨越，老師想通過做出成績升職加薪，校長主任想要通過教育資源換取政治地位，企業家想要通過教育賺錢，而這些述求卻都由學生來承擔後果，任由這些階層宰割。  在我看來，中式教育淹沒一切人性，扼殺一切天賦；更諷刺的是，教育已經成爲統治者宣傳和灌輸思想的溫床，中國青年成了一件又一件，任由他們洗刷加工，烙上鋼印的工具。
2025-2-5 上午01:26:47	香港	1	1	1	1	40	8	60	0	上午11:11:00	上午11:11:00	0	
2025-2-5 上午01:32:40	陕西	西安市	碑林区	西安市铁一中学	12	95	4	8	0	上午07:10:00	上午11:00:00	2000	
2025-2-5 上午01:34:59	广东	惠州市	惠阳区	惠州市惠阳区第一中学高中部	12	90	4	15	0	上午06:28:00	下午10:10:00	0	学校主次不明，管学习少于管其他事情(如跑操，宿舍晚归，以及不必要的劳动)。 学校补课有专门的课表，但此课表没有体育课，有名义上的自习课，为什么是“名义”上呢，是因为总有老师过来占。补课时，老师只需在上课时段前来上班即可，而学生却只能被迫接受补课，所以有些老师甚至会忘记上班，导致课程进度不一，最后把怨火烧在学生上。 此外，学校领导存在极大的贪污嫌疑，三四年前自称政府拨款3000千万用于建设学校，结果到现在仅仅翻新了厕所，并且由于是赶工，高三楼的厕所经常坏，甚至出现天花板漏水的情况。据内部人士透露，学校有一自动门报销超过10万。 为何此学校自杀率低，因为领导极其敏感，若发现心理问题会第一时间送回家，称为“死也别死在学校”（陈琪校长原话），并且会要求你签订保证书，内容大致为本人自杀与学校无关。 刚来的徐贵华（唉不确定名字是否打对）副校长，对正经的基督教徒宿管阿姨过圣诞节当面评价“搞些不伦不类的东西”。他爱自吹，打压学生，同时说话不过脑子，发表过“晚上十点必须上床睡觉”（全校未下课）的荒诞言论。 同时学校开始奉行“感恩教育”，对于学校的补课，我们要“感恩”。以及学校规定常有的不许外卖快递，建群聊需要报备等墙内学校的规定。 学校的糯米鸡存在食品安全问题，经过我个人调查，至少一个班有10多号人因为吃糯米鸡拉肚子，本人就是拉了一整天的。学校的学生伙食很烂，然而员工食堂却有大鱼大虾。 ………… 此学校管理之恶，难以在一晚上说完。我很喜欢郑渊洁的一部短片电影《驯兔记》，映射了中国教育的根本之恶和学生们的奴化历程，我推荐大家观看。 我希望中国的学生能够站起来，团结起来，去上书，去顶嘴，必要时罢课，要让社会看到学生的力量。
2025-2-5 上午01:40:46	山东	潍坊市	临朐县	临朐县实验中学	12	112	2	7	0	上午05:50:00	上午10:00:00	5500	
2025-2-5 上午01:42:53	辽宁	葫芦岛市	连山区	葫芦岛市第二高级中学	10	120	2	20	1	上午06:00:00	上午10:00:00	500	任永生死全家了
2025-2-5 上午01:45:59	辽宁	葫芦岛市	绥中县	辽宁省实验中学东戴河分校	10	140	2	15	0	上午06:00:00	上午10:00:00	1000	死妈学校强制住校，一个月放你妈两天，张国斌死全家
2025-2-5 上午01:46:43	广东	湛江市	吴川市	吴川市第一中学	9	80	8	25	0	上午07:10:00	下午10:00:00	0	太垃圾了，学校简直不是人样，压力太大了
2025-2-5 上午01:48:21	辽宁	葫芦岛市	兴城市	兴城市第三高级中学	10	120	2	15	1	上午06:00:00	上午09:30:00	500	兴城市的学校都死爹死妈
2025-2-5 上午01:48:30	宁夏	银川市	西夏区	宁夏六盘山高级中学	10	50	8	36	0	上午06:50:00	下午09:20:00	4000	厕所额度制度，白天六小一大，晚上两小一大，超额罚扫厕所， 初生食堂，提意见就处分 老师上课发表各种初生言论，说甘肃都是小偷，藏民都是什么 补课期间学生性骚扰 
2025-2-5 上午01:50:06	辽宁	葫芦岛市	建昌县	建昌县凌东高级中学	10	130	2	28	0	上午06:00:00	上午09:30:00	100	死妈学校，一个月就放一天假，一周只有五小时休息时间，死妈学校
2025-2-5 上午01:51:17	广东	广州市	花都区	新华中学	12	100	4	12	1	上午07:00:00	下午09:45:00	0	
2025-2-5 上午01:51:28	辽宁	葫芦岛市	绥中县	绥中县第一高级中学	10	130	1	30	0	上午06:00:00	上午09:00:00	150	死妈学校
2025-2-5 上午01:52:35	江苏	徐州市	沛县	沛县汉城文昌学校	9	123	1	19	2	上午05:30:00	下午10:30:00	650	学校就是畜生，不长屁眼。同学也都是傻逼，不知道反抗。食堂做菜和狗屎一样难吃 大部分人都有胃病 有人跳楼就封口。
2025-2-5 上午01:53:16	辽宁	葫芦岛市	绥中县	绥中县利伟实验中学	10	130	15	15	0	上午06:00:00	上午10:00:00	100	叫这名都他妈逼侮辱杨利伟
